wc_year,country,player_name,position,age_at_tournament,birth_year,club_at_tournament,career_caps_at_tournament,career_goals_at_tournament,tournament_goals,assists,mf_pass_completion_pct,mf_key_passes,df_tackles,df_interceptions,df_clearances,gk_clean_sheets,is_captain,tournament_result,fifa_game_rating,data_provenance,skill_rating,award,wc_performance,wc_overall,team_overall
1966,Argentina,Antonio Roma,GK,33,,Boca Juniors,33,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,54,77,83
1966,Argentina,Hugo Gatti,GK,21,,River Plate,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,54,75,83
1966,Argentina,Rolando Irusta,GK,28,,Lanús,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,54,61,83
1966,Argentina,Carmelo Simeone,DF,31,,Boca Juniors,21,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,53,76,83
1966,Argentina,Roberto Ferreiro,DF,31,,Independiente,15,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,53,76,83
1966,Argentina,Silvio Marzolini,DF,25,,Boca Juniors,13,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,53,76,83
1966,Argentina,Roberto Perfumo,DF,23,,Racing Club,4,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,83
1966,Argentina,Nelson López,DF,25,,Banfield,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,83
1966,Argentina,Antonio Rattín,MF,29,,Boca Juniors,26,,,,,,,,,,1,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,55,76,83
1966,Argentina,Jorge Solari,MF,24,,River Plate,1,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,52,76,83
1966,Argentina,José Omar Pastoriza,MF,24,,Independiente,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,52,76,83
1966,Argentina,Juan Carlos Sarnari,MF,24,,River Plate,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,52,76,83
1966,Argentina,José Varacka,MF,34,,San Lorenzo,26,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,83
1966,Argentina,Rafael Albrecht,MF,24,,San Lorenzo,20,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,83
1966,Argentina,Oscar Calics,MF,26,,San Lorenzo,0,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,83
1966,Argentina,Luis Artime,FW,27,,Independiente,16,,3,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,58,79,83
1966,Argentina,Ermindo Onega,FW,26,,River Plate,24,,1,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,53,76,83
1966,Argentina,Alfredo Rojas,FW,29,,Boca Juniors,11,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,51,75,83
1966,Argentina,Alberto González,FW,24,,Boca Juniors,10,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,51,75,83
1966,Argentina,Oscar Más,FW,19,,River Plate,9,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,51,75,83
1966,Argentina,Aníbal Tarabini,FW,24,,Independiente,1,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,51,75,83
1966,Argentina,Mario Chaldú,FW,24,,San Lorenzo,5,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,51,54,83
1966,Brazil,Gilmar,GK,35,,Santos,90,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,48,75,88
1966,Brazil,Manga,GK,29,,Botafogo,11,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,48,68,88
1966,Brazil,Hilderaldo Bellini,DF,36,,São Paulo,49,,,,,,,,,,1,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,50,75,88
1966,Brazil,Djalma Santos,DF,37,,Palmeiras,95,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Orlando,DF,30,,Santos,29,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Paulo Henrique,DF,23,,Flamengo,7,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Brito,DF,26,,Vasco da Gama,8,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,75,,47,73,88
1966,Brazil,Rildo,DF,24,,Botafogo,19,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,52,70,88
1966,Brazil,Altair,DF,28,,Fluminense,16,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,88
1966,Brazil,Fidélis,DF,22,,Bangu,6,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,88
1966,Brazil,Jairzinho,MF,21,,Botafogo,14,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,89,,47,87,88
1966,Brazil,Tostão,MF,19,,Cruzeiro,6,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,74,,51,84,88
1966,Brazil,Zito,MF,33,,Santos,46,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Lima,MF,24,,Santos,12,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Gérson,MF,25,,Botafogo,21,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,76,,47,74,88
1966,Brazil,Denílson,MF,23,,Fluminense,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,68,,47,66,88
1966,Brazil,Pelé,FW,25,,Santos,57,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,97,,50,95,88
1966,Brazil,Garrincha,FW,32,,Corinthians,48,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,95,,50,95,88
1966,Brazil,Edu,FW,16,,Santos,5,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Paraná,FW,24,,São Paulo,8,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Silva,FW,26,,Flamengo,5,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,88
1966,Brazil,Alcindo,FW,20,,Grêmio,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,53,88
1966,Bulgaria,Georgi Naydenov,GK,34,,CSKA Sofia,49,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,48,58,65
1966,Bulgaria,Ivan Deyanov,GK,28,,Lokomotiv Sofia,9,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,48,57,65
1966,Bulgaria,Simeon Simeonov,GK,20,,Slavia Sofia,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,48,54,65
1966,Bulgaria,Boris Gaganelov,DF,24,,CSKA Sofia,23,,,,,,,,,,1,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,50,59,65
1966,Bulgaria,Ivan Vutsov,DF,26,,Levski Sofia,21,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,65
1966,Bulgaria,Dimitar Largov,DF,29,,Slavia Sofia,19,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,65
1966,Bulgaria,Dobromir Zhechev,DF,23,,Spartak Sofia,13,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,65
1966,Bulgaria,Vidin Apostolov,DF,24,,Botev Plovdiv,14,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,65
1966,Bulgaria,Aleksandar Shalamanov,DF,24,,Slavia Sofia,13,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,65
1966,Bulgaria,Dimitar Penev,DF,20,,CSKA Sofia,17,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,65
1966,Bulgaria,Stoyan Kitov,MF,27,,Spartak Sofia,20,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,65
1966,Bulgaria,Evgeni Yanchovski,MF,26,,Beroe Stara Zagora,9,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,65
1966,Bulgaria,Dinko Dermendzhiev,MF,25,,Botev Plovdiv,6,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,65
1966,Bulgaria,Vasil Metodiev,MF,31,,Lokomotiv Sofia,17,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,65
1966,Bulgaria,Ivan Davidov,MF,22,,Slavia Sofia,1,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,54,65
1966,Bulgaria,Georgi Asparuhov,FW,23,,Levski Sofia,25,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,85,,49,86,65
1966,Bulgaria,Ivan Kolev,FW,35,,CSKA Sofia,73,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,58,65
1966,Bulgaria,Dimitar Yakimov,FW,24,,CSKA Sofia,35,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,65
1966,Bulgaria,Nikola Kotkov,FW,27,,Lokomotiv Sofia,20,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,65
1966,Bulgaria,Stefan Abadzhiev,FW,32,,Levski Sofia,27,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,65
1966,Bulgaria,Aleksandar Kostov,FW,28,,Levski Sofia,7,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,65
1966,Bulgaria,Petar Zhekov,FW,21,,Beroe Stara Zagora,5,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,53,65
1966,Chile,Adán Godoy,GK,29,,Universidad Católica,14,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,48,68,76
1966,Chile,Juan Olivares,GK,25,,Santiago Wanderers,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,48,56,76
1966,Chile,Elías Figueroa,DF,19,,Santiago Wanderers,7,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,89,,47,73,76
1966,Chile,Luis Eyzaguirre,DF,27,,Universidad de Chile,38,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Alberto Valentini,DF,27,,Colo-Colo,17,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Hugo Villanueva,DF,27,,Universidad de Chile,15,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Humberto Donoso,DF,27,,Universidad de Chile,14,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Hugo Berly,DF,24,,Audax Italiano,0,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,76
1966,Chile,Rubén Marcos,MF,23,,Universidad de Chile,17,,2,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,53,74,76
1966,Chile,Leonel Sánchez,MF,30,,Universidad de Chile,77,,,,,,,,,,1,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,50,68,76
1966,Chile,Jaime Ramírez,MF,34,,Universidad de Chile,46,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Armando Tobar,MF,28,,Universidad Católica,29,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Humberto Cruz,MF,26,,Colo-Colo,16,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Ignacio Prieto,MF,22,,Universidad Católica,15,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Carlos Campos,MF,29,,Universidad de Chile,10,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Roberto Hodge,MF,21,,Universidad de Chile,9,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Francisco Valdés,FW,23,,Colo-Colo,11,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Alberto Fouilloux,FW,25,,Universidad Católica,36,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Pedro Araya,FW,24,,Universidad de Chile,20,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Orlando Ramírez,FW,23,,Universidad de Chile,11,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Guillermo Yávar,FW,23,,Universidad de Chile,11,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,76
1966,Chile,Honorino Landa,FW,24,,Green Cross Temuco,23,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,76
1966,England,Gordon Banks,GK,28,,Leicester City,27,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,88,,69,90,96
1966,England,Peter Bonetti,GK,24,,Chelsea,1,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,69,80,96
1966,England,Ron Springett,GK,30,,Sheffield Wednesday,33,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,82,,69,72,96
1966,England,Bobby Moore,DF,25,,West Ham United,41,,,,,,,,,,1,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,92,,67,94,96
1966,England,Gerry Byrne,DF,27,,Liverpool,2,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,64,85,96
1966,England,Ray Wilson,DF,31,,Everton,45,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,64,78,96
1966,England,Jack Charlton,DF,31,,Leeds United,16,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,64,78,96
1966,England,Norman Hunter,DF,22,,Leeds United,4,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,64,78,96
1966,England,Jimmy Armfield,DF,30,,Blackpool,43,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,75,,64,76,96
1966,England,George Cohen,DF,26,,Fulham,24,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,75,,64,76,96
1966,England,Bobby Charlton,MF,28,,Manchester United,68,,3,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,93,,75,97,96
1966,England,George Eastham,MF,29,,Arsenal,19,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,62,85,96
1966,England,Nobby Stiles,MF,24,,Manchester United,14,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,62,85,96
1966,England,Ian Callaghan,MF,24,,Liverpool,1,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,62,85,96
1966,England,Martin Peters,MF,22,,West Ham United,3,,1,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,65,79,96
1966,England,Ron Flowers,MF,31,,Wolverhampton Wanderers,49,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,71,,62,72,96
1966,England,Alan Ball,MF,21,,Blackpool,10,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,71,,62,72,96
1966,England,Geoff Hurst,FW,24,,West Ham United,5,,4,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,80,,70,87,96
1966,England,Roger Hunt,FW,27,,Liverpool,13,,3,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,68,86,96
1966,England,John Connelly,FW,27,,Manchester United,19,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,60,84,96
1966,England,Jimmy Greaves,FW,26,,Tottenham Hotspur,51,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,60,77,96
1966,England,Terry Paine,FW,27,,Southampton,18,,,,,,,,,,0,champion,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,60,70,96
1966,France,Marcel Aubour,GK,26,,Lyon,11,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,48,75,77
1966,France,Johnny Schuth,GK,24,,Strasbourg,0,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,48,68,77
1966,France,Georges Carnus,GK,23,,Stade Français,1,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,48,55,77
1966,France,Marcel Artelesa,DF,28,,Monaco,17,,,,,,,,,,1,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,50,75,77
1966,France,Jean Djorkaeff,DF,26,,Lyon,7,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,77,,47,75,77
1966,France,Héctor De Bourgoing,DF,31,,Girondins de Bordeaux,2,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,70,77
1966,France,Robert Budzynski,DF,26,,Nantes,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,77
1966,France,Gabriel De Michele,DF,25,,Nantes,0,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,77
1966,France,André Chorda,DF,28,,Girondins de Bordeaux,20,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,77
1966,France,Bernard Bosquier,DF,24,,Sochaux,9,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,77
1966,France,Jean-Claude Piumi,DF,26,,Valenciennes,2,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,56,77
1966,France,Lucien Muller,MF,31,,Barcelona,16,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,84,,47,82,77
1966,France,Robert Herbin,MF,27,,Saint-Étienne,17,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,77
1966,France,Jacques Simon,MF,25,,Nantes,5,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,77
1966,France,Joseph Bonnel,MF,27,,Valenciennes,18,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,57,77
1966,France,Yves Herbet,MF,20,,Sedan,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,53,77
1966,France,Gérard Hausser,FW,27,,Strasbourg,9,,1,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,49,70,77
1966,France,Philippe Gondet,FW,24,,Nantes,5,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,70,,47,68,77
1966,France,Nestor Combin,FW,25,,Varese,6,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,55,77
1966,France,Laurent Robuschi,FW,30,,Girondins de Bordeaux,4,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,54,77
1966,France,Edmond Baraffe,FW,23,,Toulouse,3,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,54,77
1966,France,Didier Couécou,FW,21,,Girondins de Bordeaux,0,,,,,,,,,,0,group,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,47,53,77
1966,Hungary,Antal Szentmihályi,GK,27,,Újpest,20,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,76,,54,77,76
1966,Hungary,József Gelei,GK,28,,Tatabánya,7,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,54,60,76
1966,Hungary,István Géczi,GK,22,,Ferencváros,2,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,54,60,76
1966,Hungary,Kálmán Mészöly,DF,24,,Vasas,37,,2,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,71,,63,76,76
1966,Hungary,Sándor Mátrai,DF,33,,Ferencváros,71,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,76
1966,Hungary,Kálmán Sóvári,DF,25,,Újpest,16,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,76
1966,Hungary,Kálmán Ihász,DF,25,,Vasas,9,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,76
1966,Hungary,Benő Káposzta,DF,24,,Újpest,3,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,76
1966,Hungary,Gusztáv Szepesi,DF,26,,Tatabánya,2,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,61,76
1966,Hungary,Ferenc Sipos,MF,33,,Budapest Honvéd,71,,,,,,,,,,1,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,55,70,76
1966,Hungary,Gyula Rákosi,MF,27,,Ferencváros,27,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,76
1966,Hungary,István Nagy,MF,27,,MTK Budapest,19,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,76
1966,Hungary,Imre Mathesz,MF,29,,Vasas,5,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,76
1966,Hungary,Zoltán Varga,MF,21,,Ferencváros,3,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,52,61,76
1966,Hungary,Flórián Albert,FW,24,,Ferencváros,51,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,93,,51,91,76
1966,Hungary,Ferenc Bene,FW,21,,Újpest,17,,4,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,66,,59,83,76
1966,Hungary,János Farkas,FW,24,,Vasas,13,,1,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,53,70,76
1966,Hungary,Máté Fenyvesi,FW,32,,Ferencváros,76,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,51,59,76
1966,Hungary,Lajos Tichy,FW,31,,Budapest Honvéd,71,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,51,59,76
1966,Hungary,Dezső Molnár,FW,26,,Vasas,1,,,,,,,,,,0,quarterfinal,,Wikipedia squad (verified); baseline=caps-based experience proxy; blanks=not recorded,62,,51,55,76
