show_id,show_date,year,venue,city,state,set,position,song,song_id,is_cover,original_artist,length_sec,show_gap,times_played,rarity_rating,crowd_rating,is_jamchart,is_recommended,jamchart_note,transition,is_segue,tags,footnote,show_notes,teases
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,2,Into the Myst,402,false,,,0,3,0,57,false,false,,",",false,jam,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,3,Arcadia,403,false,,,2,5,0,67,false,false,,",",false,closer,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,4,Lead the Way,406,false,,,0,3,0,44,false,false,,",",false,opener,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,5,Jive I,411,false,,,0,5,0,,false,false,,",",false,,"The final ""Wiltonian Jive,"" because of the debut of Jive II.",,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,6,Rosewood Heart,412,false,,,0,2,0,60,false,false,,",",false,jam|peak,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,1,7,Jive II,413,false,,,0,1,0,44,false,false,,,false,opener,FTP.,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,8,Gone Gone Good,483,false,,,3,3,0,,false,false,,",",false,opener,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,9,Cantaloupe Island,444,true,Herbie Hancock,,0,1,0,,false,false,,",",false,,Herbie Hancock. First known version.,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,10,Spirit Of The Dark Horse,557,false,,,0,5,0,41,false,false,,",",false,,,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,11,Pinche Gringo,532,false,,,0,1,0,,false,false,,",",false,,First known version.,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,12,So Ready,421,false,,,0,1,0,38,false,false,,",",false,closer,First known version.,,
1616037808,2015-03-14,2015,Jimmy's Seaside Tavern,Stamford,CT,2,13,Use Me,581,true,Bill Withers,,3,3,0,,false,false,,,false,opener|closer,Bill Withers.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,1,"It's All Over Now, Baby Blue",501,true,Bob Dylan,,0,1,0,,false,false,,",",false,,Bob Dylan. First known version.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,2,One More Day,527,true,The Wood Brothers,,0,1,0,,false,false,,",",false,,The Wood Brothers. First known version.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,3,Indian River,410,false,,,3,3,0,50,false,false,,",",false,,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,4,Madhuvan,512,false,,,1,4,0,75,false,false,,",",false,opener|closer|jam,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,5,Into the Myst,402,false,,,0,4,0,57,false,false,,",",false,jam,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,6,Caution,446,true,Bob Marley,,3,3,0,36,false,false,,",",false,,Bob Marley.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,7,Gringo,484,false,,,3,3,0,,false,false,,",",false,opener|ballad,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,8,Jive II,413,false,,,0,2,0,44,false,false,,",",false,opener,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,1,9,Wild Night,588,true,Van Morrison,,3,3,0,,false,false,,,false,opener|closer,Van Morrison.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,10,Jam,802,false,,,1,4,0,44,false,false,,",",false,opener|jam,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,11,A Western Sun,435,false,,,0,1,0,51,false,false,,",",false,,"First known version. Formerly known as ""Red Bird"" (different from song debuted in 2022).",,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,12,Turned Clouds,400,false,,,0,5,0,,false,false,,",",false,,,,
